id;code;name;description;location;zone_id;station_id
1088;934;Encontro, S Roque, C-48;Encontro, S Roque, C-48;POINT(-16.9208548674771 32.6707609271059);0;
1085;995;Curral Velho, T-90;Curral Velho, T-90;POINT(-16.9420101055152 32.6821938827296);0;
329;9;Rua 31 Janeiro, Monte;Rua 31 Janeiro, Monte;POINT(-16.905393564204 32.6479288968396);0;
1568;1206;CAM Igreja S Gonçalo, D;CAM Igreja S Gonçalo, D;POINT(-16.882026386372 32.6490074839434);0;
584;996;CAM da Igreja, S;CAM da Igreja, S;POINT(-16.937795303238 32.664648121727);0;
486;973;Rampa Santana, S;Rampa Santana, S;POINT(-16.9050986198749 32.6653686461196);0;
1051;822;Papagaio Verde;Papagaio Verde;POINT(-16.952670266034 32.6476733990814);0;
1562;1209;CAM Curral Romeiros, S4A;CAM Curral Romeiros, S4A;POINT(-16.8907172184989 32.6754863368719);0;
2284;1239;CAM LB Jamboeiro, Doca, S;CAM LB Jamboeiro, Doca, S;POINT(-16.9325913692878 32.6729816568018);0;
2298;1251;Caminho da Quinta, S2A;Caminho da Quinta, S2A;POINT(-16.9238553648398 32.660783741537);0;
2279;363;CAM Curral Romeiros, S2A;CAM Curral Romeiros, S2A;POINT(-16.8893461812838 32.6688502028544);0;
2299;311;Rua dos Louros;Rua dos Louros;POINT(-16.8923683910467 32.6473362605364);0;
1750;558;Pedreira, D;Pedreira, D;POINT(-16.916130065918 32.6676597595215);0;
1687;568B;CAM Portada STO Antonio, Final;CAM Portada STO Antonio, Final;POINT(-16.907112121582 32.6707916259766);0;
1734;798A;Rua Africa do Sul, D;Rua Africa do Sul, D;POINT(-16.9353802857498 32.6453710994583);0;
1731;80;Romeiras, Apartamentos;Romeiras, Apartamentos;POINT(-16.9437049345404 32.6603930313354);0;
1702;805;R Velha Ajuda,Tropical, S;R Velha Ajuda,Tropical, S;POINT(-16.9330156166549 32.639135747818);0;
2366;825B;Junto PSP, Nazaré;Junto PSP, Nazaré;POINT(-16.9342988011628 32.6455614305717);0;
2378;78A;Estação Rádio Madeira, D;Estação Rádio Madeira, D;POINT(-16.9417079079283 32.6597023920092);0;
2397;743B;Rua QTA Leme, S2A;Rua QTA Leme, S2A;POINT(-16.9363120612672 32.6594344395123);0;
2424;745;Depois CZ DR Barreto;Depois CZ DR Barreto;POINT(-16.9363078772436 32.6563168286623);0;
2417;751;CAM Poço Barral, QTA Esmeraldo;CAM Poço Barral, QTA Esmeraldo;POINT(-16.9413048782842 32.6558816586317);0;
2408;767A;Fundoa Cima, S2A;Fundoa Cima, S2A;POINT(-16.9188793985795 32.6715762886166);0;
2324;769;Bairro Pico Romeiras, S;Bairro Pico Romeiras, S;POINT(-16.9486999243914 32.6643589064593);0;
2321;780;Rua Velha Ajuda, D;Rua Velha Ajuda, D;POINT(-16.9312588570031 32.6388201241637);0;
2320;781A;CAM Trapiche, S1A;CAM Trapiche, S1A;POINT(-16.9462978168119 32.6788356478256);0;
1048;788;Central Barreiros, D;Central Barreiros, D;POINT(-16.9295962202342 32.6458681396405);0;
2304;69;CAM Amparo, Conservas, S;CAM Amparo, Conservas, S;POINT(-16.9422928553856 32.6472091929172);0;
2344;709C;CAM Três Paus, Ponte, S;CAM Três Paus, Ponte, S;POINT(-16.9513415964158 32.6705029210876);0;
2334;710;CAM Alamos, Beco Alamos;CAM Alamos, Beco Alamos;POINT(-16.9341765648291 32.6655113833892);0;
1481;457;Quinta do Baltasar, S2A;Quinta do Baltasar, S2A;POINT(-16.9027016687067 32.6652679469133);0;
417;848;Areeiro, D;Areeiro, D;POINT(-16.9554634094238 32.6440849304199);0;
426;850A;Praia Formosa, D;Praia Formosa, D;POINT(-16.9504640308297 32.6426977386272);0;
425;851;Depois Ponte Via Rapida;Depois Ponte Via Rapida;POINT(-16.9509601593018 32.6482391357422);0;
973;858;Curva Ribeiro, Lombada;Curva Ribeiro, Lombada;POINT(-16.9620922960311 32.6522736711385);0;
962;863;Hotel Orca Praia, S;Hotel Orca Praia, S;POINT(-16.9599841914411 32.6440083193543);0;
966;673E;Rotunda Tecnopolo, S;Rotunda Tecnopolo, S;POINT(-16.9276861975375 32.6599626976805);0;
982;883;Entrada CAM Cova Til;Entrada CAM Cova Til;POINT(-16.9590796763442 32.6532113379577);0;
1080;985;ESTR Laranjal, Ribeiro, D;ESTR Laranjal, Ribeiro, D;POINT(-16.9482893161854 32.677414223458);0;
373;885;Igreja de STA Rita;Igreja de STA Rita;POINT(-16.9590330672567 32.6504936130233);0;
372;886;Antes Ponte RIBA Grande,D;Antes Ponte RIBA Grande,D;POINT(-16.9367952067856 32.6653940281268);0;
1690;87;APS Virtudes, S;APS Virtudes, S;POINT(-16.932688581039 32.6506020403594);0;
1678;878F;CAM Três Paus, D4A;CAM Três Paus, D4A;POINT(-16.952735446998 32.6703594895101);0;
1050;819B;O Meu Apartamento, Nazaré;O Meu Apartamento, Nazaré;POINT(-16.9345492978859 32.64639506839);0;
1636;723;BC Alamos, Piscinas;BC Alamos, Piscinas;POINT(-16.9336673277893 32.6655485379036);0;
1635;724;Travessa Tanque, Final;Travessa Tanque, Final;POINT(-16.9491440610546 32.6559910200631);0;
1650;731;CAM Azinhaga, D3A;CAM Azinhaga, D3A;POINT(-16.9339766098774 32.670062672374);0;
1644;736;Antes CZ CAM DR Barreto;Antes CZ CAM DR Barreto;POINT(-16.9358792935869 32.6562518190521);0;
1440;650B;ESTR São João, D;ESTR São João, D;POINT(-16.9197020496688 32.6521862377476);0;
564;654;Bairro Pico Romeiras, D;Bairro Pico Romeiras, D;POINT(-16.9487841448819 32.664542267338);0;
1436;67;CAM Amparo, Vila Rosa, S;CAM Amparo, Vila Rosa, S;POINT(-16.9423293326528 32.6452189854141);0;
1483;461;Antes Rampa Santana;Antes Rampa Santana;POINT(-16.9059573281537 32.6650818222655);0;
4;1050;Rua da Boa Nova, D;Rua da Boa Nova, D;POINT(-16.8819326269476 32.6599021557537);0;
325;887;Antes Igreja STA Rita;Antes Igreja STA Rita;POINT(-16.9576385615996 32.6499930431104);0;
2372;83;ENT Rua Virtudes;ENT Rua Virtudes;POINT(-16.929106812254 32.6502742612053);0;
2420;749;Depois Casa STO Antonio;Depois Casa STO Antonio;POINT(-16.9388062982748 32.655919379321);0;
2433;750B;CAM Trapiche, D2A;CAM Trapiche, D2A;POINT(-16.9470767516896 32.6826695822431);0;
2432;750C;CAM Trapiche, D3A;CAM Trapiche, D3A;POINT(-16.9467957212367 32.681410035139);0;
2416;752;ESTR Laranjal, Oficina, D;ESTR Laranjal, Oficina, D;POINT(-16.9450609615882 32.6774689652369);0;
2410;754;Saída do Curral Velho;Saída do Curral Velho;POINT(-16.9439418117143 32.6768274055576);0;
2411;765;Estevão Neves, S;Estevão Neves, S;POINT(-16.951919766242 32.6618847368732);0;
2363;767C;Rotunda, Fundoa Cima, S;Rotunda, Fundoa Cima, S;POINT(-16.9173480584338 32.6744050932119);0;
2310;772;Rua Velha Ajuda;Rua Velha Ajuda;POINT(-16.9445964863727 32.6397903343414);0;
2261;741;CAM Pilar, Bar Janota, S;CAM Pilar, Bar Janota, S;POINT(-16.9322700955602 32.6551090711005);0;
1885;72;CAM Esmeraldo, QTA Esmeraldo;CAM Esmeraldo, QTA Esmeraldo;POINT(-16.9410278858864 32.6553675167478);0;
1456;376A;Saida do CAM QTA Palheiro;Saida do CAM QTA Palheiro;POINT(-16.8717829819381 32.6618479827225);0;
1461;376B;CAM QTA Palheiro, Padaria, D;CAM QTA Palheiro, Padaria, D;POINT(-16.8696640764412 32.6633792325859);0;
1464;430;ESTR Livramento,Depois CZ;ESTR Livramento,Depois CZ;POINT(-16.9149373344994 32.6672198100996);0;
1465;435A;Lagoas Palheiro Ferreiro;Lagoas Palheiro Ferreiro;POINT(-16.8654170751408 32.6626491335252);0;
1367;443;Rua Pedro J Ornelas, Pena;Rua Pedro J Ornelas, Pena;POINT(-16.9040565490723 32.6569023132324);0;
1373;444C;Rua DR Ângelo A Silva, D;Rua DR Ângelo A Silva, D;POINT(-16.9125165235039 32.6594433938637);0;
1380;449;Autosil, Furado;Autosil, Furado;POINT(-16.9022321262226 32.660845761847);0;
1281;1277;CAM Novo do Galeão, D2A;CAM Novo do Galeão, D2A;POINT(-16.9289226531982 32.6754608154297);0;
2440;128;João A Freitas,Eurocash,D;João A Freitas,Eurocash,D;POINT(-16.9245122518613 32.6684894772784);0;
1407;411B;CAM QTA Palheiro, Padaria, S;CAM QTA Palheiro, Padaria, S;POINT(-16.8695598927011 32.6633969356207);0;
1405;412;Viaduto Cota 200, D;Viaduto Cota 200, D;POINT(-16.901164856851 32.6633625454729);0;
1401;32;APS Piornais;APS Piornais;POINT(-16.9460067749023 32.6396369934082);0;
1386;323;Quinta Rocha, T-40;Quinta Rocha, T-40;POINT(-16.8857307434082 32.6467590332031);0;
1384;323B;Rua Nova Igreja, S;Rua Nova Igreja, S;POINT(-16.8848930731204 32.648517248804);0;
1389;323C;Junta Freguesia S Gonçalo, S;Junta Freguesia S Gonçalo, S;POINT(-16.8830176541289 32.649345748755);0;
1390;323D;Quinta da Rocha;Quinta da Rocha;POINT(-16.8856489747309 32.6467656972998);0;
1391;324;CAM Curral Romeiros, D5;CAM Curral Romeiros, D5;POINT(-16.8912198893696 32.6679643787237);0;
1397;327;Rua Cidade Santos, S4A;Rua Cidade Santos, S4A;POINT(-16.916121500401 32.6663947376035);0;
1399;328;Choupana Hill, D;Choupana Hill, D;POINT(-16.8901237708637 32.6706138907249);0;
1394;329;Depois Infantário Louros;Depois Infantário Louros;POINT(-16.8909615101223 32.6488621960527);0;
1482;330;CAM Curral Romeiros, D3A;CAM Curral Romeiros, D3A;POINT(-16.8892481029742 32.6725895179937);0;
1591;337;3 Travessa Transval, D;3 Travessa Transval, D;POINT(-16.885417398376 32.6605201409305);0;
1589;339;Travessa do Pomar, D1A;Travessa do Pomar, D1A;POINT(-16.886066710271 32.6617832194566);0;
1594;33A;Rua J Dias Leite, Rotunda;Rua J Dias Leite, Rotunda;POINT(-16.9128727630903 32.6463890026555);0;
1595;34;APS América, D;APS América, D;POINT(-16.9447824740005 32.6411932978707);0;
1841;343;Largo TV do Pomar, S;Largo TV do Pomar, S;POINT(-16.889115221519 32.6636422196945);0;
1536;1214;Depois das Piscinas;Depois das Piscinas;POINT(-16.9346797309423 32.6646586978787);0;
1642;727A;CAM Azinhaga, D1A;CAM Azinhaga, D1A;POINT(-16.9319933084545 32.6670902376244);0;
1634;736A;Rua DR Barreto, D1A;Rua DR Barreto, D1A;POINT(-16.9361885377673 32.6542467151871);0;
1633;736C;Rua DR Barreto,O Ninho, D;Rua DR Barreto,O Ninho, D;POINT(-16.9350065392306 32.6507873952058);0;
1479;456;Rua Comboio, D2A;Rua Comboio, D2A;POINT(-16.9080470569014 32.6616555757036);0;
1478;458;Rua Comboio, D1A;Rua Comboio, D1A;POINT(-16.9076160643124 32.6630570881683);0;
1477;46;Rua Ilheus;Rua Ilheus;POINT(-16.9224655253306 32.645337338599);0;
1486;469;Escola Piedade, S;Escola Piedade, S;POINT(-16.912615537803 32.6665460063402);0;
1485;47;Lido Sol, S;Lido Sol, S;POINT(-16.9351406097412 32.6384391784668);0;
1378;447A;Autosil, Furado C 33, S;Autosil, Furado C 33, S;POINT(-16.902110634601 32.6602681338402);0;
2439;1127;Depois Hotel QTA Lago;Depois Hotel QTA Lago;POINT(-16.9190574329659 32.6565875469435);0;
2443;40;CAM Amparo, Vila Rosa, D;CAM Amparo, Vila Rosa, D;POINT(-16.9424093700112 32.6455112541487);0;
1837;347;Rua Azevedo Meneses, S2A;Rua Azevedo Meneses, S2A;POINT(-16.8953207994279 32.6600263098593);0;
1587;349;Jardim Botânico, S;Jardim Botânico, S;POINT(-16.8940517127019 32.6624499736465);0;
1573;352A;Rua de Santa Isabel, D;Rua de Santa Isabel, D;POINT(-16.8881639181479 32.656909559777);0;
1585;234;Urbanização do Faial, D;Urbanização do Faial, D;POINT(-16.8906613495124 32.6525874649457);0;
1580;177C;Caminho D João;Caminho D João;POINT(-16.9162952364867 32.6581251883176);0;
1586;236;Escola do Faial, D;Escola do Faial, D;POINT(-16.8903441507789 32.6534833259185);0;
1844;238;Antes Escola Faial;Antes Escola Faial;POINT(-16.8912439287368 32.6539498045204);0;
1845;239;ESTR Camacha, viaduto, S;ESTR Camacha, viaduto, S;POINT(-16.8785671193121 32.6538525251732);0;
1871;1287;Piscinas, S;Piscinas, S;POINT(-16.9339533104007 32.6652392373708);0;
1879;131;ESTR CMDT C Freitas, Rampa;ESTR CMDT C Freitas, Rampa;POINT(-16.9393447232029 32.6716858571515);0;
1877;132;Quinta ,D;Quinta ,D;POINT(-16.9263315413204 32.6646711681876);0;
1990;307;Forca, S;Forca, S;POINT(-16.8967035405273 32.6476037021063);0;
1864;133B;Antes Campo Maritimo;Antes Campo Maritimo;POINT(-16.9372982232024 32.671724927187);0;
1858;135;Campo do Maritimo, D;Campo do Maritimo, D;POINT(-16.9361515733509 32.6718888323836);0;
1851;135A;Ribeira Grande, T-46;Ribeira Grande, T-46;POINT(-16.9361500131092 32.67160498295);0;
1849;137;Golo, S;Golo, S;POINT(-16.9342136227245 32.6713549477521);0;
1847;139;Terraço, São Roque, S;Terraço, São Roque, S;POINT(-16.9333167693539 32.6705352478502);0;
1855;141;ESTR CMDT C Freitas, ESCL;ESTR CMDT C Freitas, ESCL;POINT(-16.931896861701 32.6708950061666);0;
1857;146;Rua 5 Outubro, Viveiros;Rua 5 Outubro, Viveiros;POINT(-16.9180443656889 32.6568561517574);0;
1514;153;Estação Shell, S Roque, S;Estação Shell, S Roque, S;POINT(-16.9226849625848 32.6709129080487);0;
1519;154;Alfandega;Alfandega;POINT(-16.9056412876247 32.6473993001066);0;
1250;C1D;Rua da Infância-PSP;Rua da Infância-PSP;POINT(-16.9023583526705 32.6506883521958);;
1520;155;João A Freitas,Eurocash,S;João A Freitas,Eurocash,S;POINT(-16.9240101032121 32.6689671801285);0;
1523;160;Americana, D;Americana, D;POINT(-16.8973184363956 32.6510664893879);0;
1525;162;Miradouro Vila Guida, D;Miradouro Vila Guida, D;POINT(-16.8957153051636 32.6501357619901);0;
1512;163;Depois Muro Coelha;Depois Muro Coelha;POINT(-16.9234340599666 32.662407880911);0;
1499;166;TV Rio Janeiro, D;TV Rio Janeiro, D;POINT(-16.8908592625533 32.6508952455743);0;
1498;167;Igreja São Jose, S;Igreja São Jose, S;POINT(-16.9214515681322 32.6586061811697);0;
1496;169;Antes da Brisa;Antes da Brisa;POINT(-16.9201765732582 32.6582329201963);0;
1508;1285;Ponte, Antes das Piscinas;Ponte, Antes das Piscinas;POINT(-16.9348349173943 32.6644284170579);0;
1511;177B;Apel;Apel;POINT(-16.9155213136915 32.6575259038673);0;
1532;1195;Caminho do Meio, S2A;Caminho do Meio, S2A;POINT(-16.8875188597961 32.6692433728893);0;
1574;351;CAM Voltas, Antes Escola;CAM Voltas, Antes Escola;POINT(-16.8937292136082 32.6642005358524);0;
1578;357;CAM Voltas, Antes Igreja;CAM Voltas, Antes Igreja;POINT(-16.8929725057703 32.6664752978535);0;
1513;161;Depois R Padre Andrade;Depois R Padre Andrade;POINT(-16.9246195812286 32.6629869604026);0;
1556;1;Marina;Marina;POINT(-16.9103836065027 32.6465622006371);0;
1622;1044;Caminho do Pasto, D3A;Caminho do Pasto, D3A;POINT(-16.8855744344692 32.6532718976364);0;
1631;1049;Caminho do Galeão, S2A;Caminho do Galeão, S2A;POINT(-16.929932034328 32.6739520849797);0;
1626;1051;Final Caminho do Galeão;Final Caminho do Galeão;POINT(-16.9297790527344 32.6764793395996);0;
1632;1053;Caminho Novo Galeão, D1A;Caminho Novo Galeão, D1A;POINT(-16.9296737207101 32.6755933116387);0;
1285;1058;Caminho Casa Velha, D3A;Caminho Casa Velha, D3A;POINT(-16.8899832422604 32.6604690514314);0;
1284;1059;Rua das Virtudes, S;Rua das Virtudes, S;POINT(-16.9302597045898 32.6480407714844);0;
1286;106;Saída Lombo dos Aguiares;Saída Lombo dos Aguiares;POINT(-16.9414718166943 32.6888428639572);0;
1605;1062;Beco da Lindinha, D2A;Beco da Lindinha, D2A;POINT(-16.8874941389923 32.6583758247659);0;
1289;1067;Escadas Cova do Til;Escadas Cova do Til;POINT(-16.9570424451064 32.6586050928399);0;
1295;1068;Armazém Inteligente;Armazém Inteligente;POINT(-16.9492806778126 32.6634620947664);0;
1294;1069;CAM da Cova do Til, S4A;CAM da Cova do Til, S4A;POINT(-16.9577567262021 32.6575936401427);0;
1290;1072;Antes Viaduto Cota 200;Antes Viaduto Cota 200;POINT(-16.9015310410714 32.6644485970831);0;
1604;1073;CAM da Cova do Til, S6A;CAM da Cova do Til, S6A;POINT(-16.9589922072826 32.6539569554803);0;
1658;1077;STA Quitéria, T-8 ;STA Quitéria, T-8 ;POINT(-16.9543711127386 32.6629809095657);0;
1659;108;Jamboto, T-13;Jamboto, T-13;POINT(-16.9362608128701 32.6719399229811);0;
1599;1084;Antes da Renault, D;Antes da Renault, D;POINT(-16.9223811400587 32.6557241354572);0;
2174;1090;CAM ESCL do Galeão, D2A;CAM ESCL do Galeão, D2A;POINT(-16.9293226120402 32.6703756846014);0;
2173;1091;Beco da Lindinha, S1A;Beco da Lindinha, S1A;POINT(-16.8876135503147 32.6585136671031);0;
2172;1092;Centro Saude S Roque, S;Centro Saude S Roque, S;POINT(-16.92768764203 32.6702364990242);0;
2175;1095;Caminho Casa Velha, S1A;Caminho Casa Velha, S1A;POINT(-16.889956256582 32.6606210826437);0;
2183;11;AV do Mar, E E M;AV do Mar, E E M;POINT(-16.9042840790279 32.6471134063163);0;
2169;1103;CAM do Palheiro, S2A;CAM do Palheiro, S2A;POINT(-16.8800885174214 32.6593829096922);0;
2162;1106;R Palheiro Ferreiro, D2A;R Palheiro Ferreiro, D2A;POINT(-16.8618335611677 32.6638668087893);0;
2153;1109;Rua QTA Josefina, RTP;Rua QTA Josefina, RTP;POINT(-16.9279479980469 32.656494140625);0;
2152;111;Depois CZ das Romeiras;Depois CZ das Romeiras;POINT(-16.9464728222618 32.661773367471);0;
2166;1118;Centro Saude S Roque, D;Centro Saude S Roque, D;POINT(-16.92785359632 32.670161932965);0;
2161;111A;CAM Velho da Chamorra;CAM Velho da Chamorra;POINT(-16.9489989090327 32.6631497898217);0;
2167;112;Terraço, São Roque, D;Terraço, São Roque, D;POINT(-16.9333058570211 32.6704760549768);0;
2188;1122;CAM Novo RIB Santana, D1A;CAM Novo RIB Santana, D1A;POINT(-16.9307881345785 32.6698784761388);0;
2241;1124;CAM Novo RIB Santana, D2A;CAM Novo RIB Santana, D2A;POINT(-16.9316747349448 32.6686583443831);0;
2457;616;Rua Cidade Santos, D1A;Rua Cidade Santos, D1A;POINT(-16.9159700810402 32.6664514543616);0;
2460;978;Quinta do Leme 978;Quinta do Leme 978;POINT(-16.9353467887831 32.6619285275603);0;
2463;1156A;Avenida do Amparo;Avenida do Amparo;POINT(-16.9480251126662 32.6413081918499);0;
2245;1309;CAM das Lajinhas, S1A;CAM das Lajinhas, S1A;POINT(-16.9058068077387 32.6796744310708);0;
1611;1313;CAM das Lajinhas, S3A;CAM das Lajinhas, S3A;POINT(-16.902238682001 32.6798027767603);0;
2234;895;Teleférico Jardim Botânico;Teleférico Jardim Botânico;POINT(-16.8956147501452 32.6636779236915);0;
1298;947;CAM Bica Pau, Final;CAM Bica Pau, Final;POINT(-16.8790470065995 32.6542039332964);0;
243;111C;CAM Velho Chamorra, Lotinha;CAM Velho Chamorra, Lotinha;POINT(-16.9493730950903 32.6656625290712);0;
1613;108B;Campo do Maritimo, T-90;Campo do Maritimo, T-90;POINT(-16.936149597168 32.6719512939453);0;
2176;1096;Caminho do Pasto, D1A;Caminho do Pasto, D1A;POINT(-16.8832989701205 32.6547314635798);0;
2178;1098;Pico das Romeiras, D1A;Pico das Romeiras, D1A;POINT(-16.9476684355445 32.6651168816061);0;
2179;1102;R Nova Pico São João, D;R Nova Pico São João, D;POINT(-16.9221855170123 32.6546255168309);0;
1803;984;CAM Bica Pau, Curva, D;CAM Bica Pau, Curva, D;POINT(-16.8804666579404 32.6535333729713);0;
1802;986;CAM Bica Pau, Fonte, D;CAM Bica Pau, Fonte, D;POINT(-16.8814526069721 32.651965144958);0;
1811;811;Escola da Lombada;Escola da Lombada;POINT(-16.9620634915045 32.6523343217724);0;
1797;893;C Comercial Dolce Vita;C Comercial Dolce Vita;POINT(-16.9144390616776 32.6473391073417);0;
1815;1333;Caminho dos Tornos, S2A;Caminho dos Tornos, S2A;POINT(-16.9137113119536 32.6738768077849);0;
1816;1335;Caminho dos Tornos, S3A;Caminho dos Tornos, S3A;POINT(-16.9115513108392 32.6749439157652);0;
171;1262;Caminho dos Tornos, D1A;Caminho dos Tornos, D1A;POINT(-16.9145412445068 32.6780700683594);0;
170;776;Antes ROT dos Barreiros;Antes ROT dos Barreiros;POINT(-16.9300429673118 32.6471213772785);0;
167;1268;Caminho dos Tornos, D4A;Caminho dos Tornos, D4A;POINT(-16.9135956122041 32.674024862654);0;
175;1272;Largo Levada Corujeira;Largo Levada Corujeira;POINT(-16.9143613277739 32.6709183089105);0;
179;1341;T-19, CAM Tornos;T-19, CAM Tornos;POINT(-16.9143106887412 32.6795089152582);0;
1834;1278;Rua Ponta da Cruz, D1A;Rua Ponta da Cruz, D1A;POINT(-16.9469361369983 32.6343896321885);0;
1829;1280;Rua Ponta da Cruz, D2A;Rua Ponta da Cruz, D2A;POINT(-16.9436187133544 32.6346517976537);0;
1822;1286;Descida Para ROT Max;Descida Para ROT Max;POINT(-16.9280946204959 32.6616272074743);0;
1329;228;Socipamo, D;Socipamo, D;POINT(-16.9164390563965 32.6709899902344);0;
1328;281;Socipamo, S;Socipamo, S;POINT(-16.9164834350182 32.6711589965731);0;
1300;1258;Caminho Pico Funcho, 6A;Caminho Pico Funcho, 6A;POINT(-16.950978437664 32.6489709820287);0;
1306;990;Cemitério São Martinho;Cemitério São Martinho;POINT(-16.9433359068901 32.6500235279389);0;
2466;1298;Final Rua DR Barreto;Final Rua DR Barreto;POINT(-16.9353275304116 32.6501783352494);0;
1337;257;Entrada R Murteiras, S;Entrada R Murteiras, S;POINT(-16.8860514063421 32.6549238655502);0;
1361;258;Início Rua COR Cunha, D;Início Rua COR Cunha, D;POINT(-16.8980771671036 32.6537201579018);0;
1360;259;APS Canto Muro, S;APS Canto Muro, S;POINT(-16.8842097503232 32.6559609943168);0;
1357;260;Depois Salesianos;Depois Salesianos;POINT(-16.8970678046101 32.6547878915696);0;
1356;261;Canto do Muro, T-34;Canto do Muro, T-34;POINT(-16.8834425875313 32.6552977454054);0;
1364;262;Escola Salesiana, D;Escola Salesiana, D;POINT(-16.8967208506084 32.6562535572528);0;
1772;263;QTA Esperança, S;QTA Esperança, S;POINT(-16.8926345830146 32.6507904844769);0;
1820;264;Rua Velha Ajuda;Rua Velha Ajuda;POINT(-16.944661372311 32.6383413103222);0;
2461;1369;CAM Lombada, Antes ROT;CAM Lombada, Antes ROT;POINT(-16.966287612915 32.6481704711914);0;
1817;1337;Caminho dos Tornos, S4A;Caminho dos Tornos, S4A;POINT(-16.9131978530685 32.6764590974331);0;
172;1339;Caminho dos Tornos, S5A;Caminho dos Tornos, S5A;POINT(-16.9144857015377 32.6780793190934);0;
1819;1357;Igreja Santo Amaro, S1A;Igreja Santo Amaro, S1A;POINT(-16.9480940541537 32.6595751769548);0;
1818;1365;Madeira Shopping, T-8A;Madeira Shopping, T-8A;POINT(-16.9504192184379 32.6604139235983);0;
1775;266;Escola Jaime Moniz;Escola Jaime Moniz;POINT(-16.9016553457324 32.6487188173861);0;
1776;268;Rua Bela São Tiago;Rua Bela São Tiago;POINT(-16.8986817172663 32.64836938646);0;
1773;269;Escola Faial, S;Escola Faial, S;POINT(-16.8906207366175 32.6537124775882);0;
1366;271;Depois Escola Faial;Depois Escola Faial;POINT(-16.891598189447 32.6541771812326);0;
1341;280;Bairro do Hospital;Bairro do Hospital;POINT(-16.9222737110126 32.6484143087515);0;
1339;283;Bom Sucesso, S;Bom Sucesso, S;POINT(-16.8960361011949 32.6581540428394);0;
1338;284;Rua Lazareto, D2A;Rua Lazareto, D2A;POINT(-16.8895266507787 32.647352613929);0;
1345;287;Rua COR Cunha, Entrada;Rua COR Cunha, Entrada;POINT(-16.8998766071502 32.6526480803005);0;
1351;289;Rua COR Cunha, COR Afonso, S;Rua COR Cunha, COR Afonso, S;POINT(-16.8984251719336 32.6524181556808);0;
1350;29;Palácio de São Lourenço;Palácio de São Lourenço;POINT(-16.9103507995605 32.6467742919922);0;
1349;291;Rua Mãe dos Homens;Rua Mãe dos Homens;POINT(-16.8976797494043 32.6541288948679);0;
552;292A;Casa Saude C Pestana, D;Casa Saude C Pestana, D;POINT(-16.8853326147158 32.6476671028334);0;
1777;292C;Junta Freguesia S Gonçalo, D;Junta Freguesia S Gonçalo, D;POINT(-16.8831505807904 32.6494581330564);0;
2105;295;Escola Salesiana ,S;Escola Salesiana ,S;POINT(-16.8967863220428 32.6559681237162);0;
1980;296;Rua Murteiras, Padaria, D;Rua Murteiras, Padaria, D;POINT(-16.8882452215403 32.6564777789893);0;
1976;300;3 Travessa Transval, S;3 Travessa Transval, S;POINT(-16.8853180412867 32.6604776894552);0;
1989;308;Rua Azevedo Meneses, D2A;Rua Azevedo Meneses, D2A;POINT(-16.8941150324689 32.6591621547664);0;
1958;183;Rua dos Profetas, EEM;Rua dos Profetas, EEM;POINT(-16.904590196519 32.6476732451139);0;
2039;195;Americana, S;Americana, S;POINT(-16.8976609026704 32.6511219156016);0;
2041;197;Miradouro Vila Guida, S;Miradouro Vila Guida, S;POINT(-16.8955075493983 32.6498796952805);0;
2062;199;Saida Rua Louros, S;Saida Rua Louros, S;POINT(-16.8928696579911 32.6494482927937);0;
1994;202;Antes Shell, S Gonçalo;Antes Shell, S Gonçalo;POINT(-16.8779000333185 32.6509305911913);0;
1564;1202;Bairro São Gonçalo, D;Bairro São Gonçalo, D;POINT(-16.8804565422234 32.6479723641434);0;
1561;1203;Depois Escola Salesiana;Depois Escola Salesiana;POINT(-16.8959323138514 32.6556680196446);0;
1551;121;Depois CZ da Ladeira;Depois CZ da Ladeira;POINT(-16.9464278136265 32.6695504492867);0;
1541;1220;Rua Quinta dos Cedros;Rua Quinta dos Cedros;POINT(-16.9307994842529 32.65869140625);0;
1311;1248;Caminho Pico Funcho, 2A;Caminho Pico Funcho, 2A;POINT(-16.950127031081 32.6538504521158);0;
1303;1252;Caminho Pico Funcho, 3A;Caminho Pico Funcho, 3A;POINT(-16.9501668752483 32.651713936939);0;
1301;1256;Caminho Pico Funcho, 5A;Caminho Pico Funcho, 5A;POINT(-16.9506137276414 32.6497155307429);0;
1982;302;Travessa do Pomar, S2A;Travessa do Pomar, S2A;POINT(-16.8860127404794 32.6617019371685);0;
1974;17A;Rua Conselheiro, 44 e 45;Rua Conselheiro, 44 e 45;POINT(-16.9117269863313 32.6466692101688);0;
1960;181;Rua Elias Garcia, CRSS;Rua Elias Garcia, CRSS;POINT(-16.9073234977669 32.6522767693666);0;
2067;202A;ESTR Camacha, viaduto, D;ESTR Camacha, viaduto, D;POINT(-16.87860318752 32.6537148332176);0;
2052;22;Hotel Alto Lido, D;Hotel Alto Lido, D;POINT(-16.9364313452466 32.6379554315657);0;
1886;474;Antes CAM Carne Azeda;Antes CAM Carne Azeda;POINT(-16.9122352917191 32.661759353495);0;
1898;480;Depois CAM D João;Depois CAM D João;POINT(-16.9173562326591 32.6608376546319);0;
1897;482;Rua L STA Luzia, Redondo;Rua L STA Luzia, Redondo;POINT(-16.9188404083252 32.6614608764648);0;
